Name,Date,Site,Cluster,Transect,Margin,Aux5,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Row,Column,Label,Annotator,Date annotated,Machine suggestion 1,Machine confidence 1,Machine suggestion 2,Machine confidence 2,Machine suggestion 3,Machine confidence 3,Machine suggestion 4,Machine confidence 4,Machine suggestion 5,Machine confidence 5
2021-05-27-ASAN-B-T2 15.5-B (P5270937).JPG,,,,,,,,,,,,,,,,,,1041,2722,DEAD,Alleviate,2022-03-04 02:04:06+00:00,DEAD,91,MALG,2,HALI,1,PCYL,1,RUBB,1
2021-05-27-ASAN-B-T2 15.5-B (P5270937).JPG,,,,,,,,,,,,,,,,,,1070,3082,RUBB,Alleviate,2022-03-04 02:04:06+00:00,RUBB,83,SAND,6,DEAD,5,MALG,2,PCYL,1
2021-05-27-ASAN-B-T2 15.5-B (P5270937).JPG,,,,,,,,,,,,,,,,,,772,3883,DEAD,Alleviate,2022-03-04 02:04:06+00:00,DEAD,90,SAND,2,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 15.5-B (P5270937).JPG,,,,,,,,,,,,,,,,,,1489,358,DEAD,Alleviate,2022-03-04 02:04:06+00:00,DEAD,88,RUBB,4,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 15.5-B (P5270937).JPG,,,,,,,,,,,,,,,,,,1373,1471,SAND,Alleviate,2022-03-04 02:04:06+00:00,SAND,90,DEAD,3,MALG,2,RUBB,1,PCYL,1
2021-05-27-ASAN-B-T2 15.5-B (P5270937).JPG,,,,,,,,,,,,,,,,,,1380,2714,DEAD,Alleviate,2022-03-04 02:04:06+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 15.5-B (P5270937).JPG,,,,,,,,,,,,,,,,,,1649,2636,PRUS,Alleviate,2022-03-04 02:04:06+00:00,PRUS,84,PCYL,5,DEAD,4,MALG,2,HALI,1
2021-05-27-ASAN-B-T2 15.5-B (P5270937).JPG,,,,,,,,,,,,,,,,,,1378,3743,DEAD,Alleviate,2022-03-04 02:04:06+00:00,DEAD,91,MALG,3,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 15.5-B (P5270937).JPG,,,,,,,,,,,,,,,,,,2311,513,SAND,Alleviate,2022-03-04 02:04:06+00:00,SAND,85,RUBB,6,DEAD,3,MALG,2,PCYL,1
2021-05-27-ASAN-B-T2 15.5-B (P5270937).JPG,,,,,,,,,,,,,,,,,,2371,1152,SAND,Alleviate,2022-03-04 02:04:06+00:00,SAND,90,DEAD,3,MALG,2,RUBB,1,PCYL,1
2021-05-27-ASAN-B-T2 15.5-B (P5270937).JPG,,,,,,,,,,,,,,,,,,2186,987,SAND,Alleviate,2022-03-04 02:04:06+00:00,SAND,88,DEAD,3,RUBB,3,MALG,2,PCYL,1
2021-05-27-ASAN-B-T2 15.5-B (P5270937).JPG,,,,,,,,,,,,,,,,,,1890,2419,PRUS,Alleviate,2022-03-04 02:04:06+00:00,PRUS,83,DEAD,7,MALG,2,RUBB,1,PCYL,1
2021-05-27-ASAN-B-T2 15.5-B (P5270937).JPG,,,,,,,,,,,,,,,,,,1844,2521,PRUS,Alleviate,2022-03-04 02:04:06+00:00,PRUS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 15.5-B (P5270937).JPG,,,,,,,,,,,,,,,,,,2908,6,PCYL,Alleviate,2022-03-04 02:04:06+00:00,PCYL,90,DEAD,3,MALG,2,RUBB,1,HALI,1
2021-05-27-ASAN-B-T2 15.5-B (P5270937).JPG,,,,,,,,,,,,,,,,,,2883,638,SAND,Alleviate,2022-03-04 02:04:06+00:00,SAND,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,298,1192,RUBB,Alleviate,2022-03-04 02:06:40+00:00,RUBB,86,DEAD,7,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,1109,422,SAND,Alleviate,2022-03-04 02:06:40+00:00,SAND,85,RUBB,5,DEAD,4,MALG,2,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,971,1448,SAND,Alleviate,2022-03-04 02:06:40+00:00,SAND,70,RUBB,23,MALG,2,DEAD,2,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,958,872,RUBB,Alleviate,2022-03-04 02:06:40+00:00,RUBB,81,DEAD,11,SAND,3,MALG,2,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,1141,1606,SAND,Alleviate,2022-03-04 02:06:40+00:00,SAND,78,RUBB,13,MALG,2,DEAD,2,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,706,1603,SAND,Alleviate,2022-03-04 02:06:40+00:00,SAND,89,DEAD,3,RUBB,2,MALG,2,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,1116,2454,SAND,Alleviate,2022-03-04 02:06:40+00:00,SAND,77,RUBB,11,DEAD,6,MALG,2,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,817,3579,SAND,Alleviate,2022-03-04 02:06:40+00:00,SAND,84,DEAD,9,MALG,2,PCYL,1,RUBB,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,1236,2357,SAND,Alleviate,2022-03-04 02:06:40+00:00,SAND,53,DEAD,23,RUBB,16,MALG,2,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,1767,2783,SAND,Alleviate,2022-03-04 02:06:40+00:00,SAND,71,RUBB,21,DEAD,3,MALG,2,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,1818,2323,DEAD,Alleviate,2022-03-04 02:06:40+00:00,DEAD,51,RUBB,35,HALI,3,MALG,3,SAND,2
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,2095,3630,SAND,Alleviate,2022-03-04 02:06:40+00:00,SAND,63,RUBB,23,DEAD,8,MALG,2,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,2705,3491,SAND,Alleviate,2022-03-04 02:06:40+00:00,SAND,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,2527,3381,SAND,Alleviate,2022-03-04 02:06:40+00:00,SAND,88,DEAD,3,RUBB,3,MALG,2,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,511,683,DEAD,Alleviate,2022-03-04 02:06:40+00:00,DEAD,91,MALG,2,HALI,1,PCYL,1,RUBB,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,69,918,SAND,Alleviate,2022-03-04 02:06:40+00:00,SAND,87,DEAD,3,RUBB,3,MALG,2,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,370,1279,RUBB,Alleviate,2022-03-04 02:06:40+00:00,RUBB,86,DEAD,7,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,124,2230,DEAD,Alleviate,2022-03-04 02:06:40+00:00,DEAD,81,RUBB,7,MALG,3,SAND,3,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,184,2532,DEAD,Alleviate,2022-03-04 02:06:40+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,22,3536,DEAD,Alleviate,2022-03-04 02:06:40+00:00,DEAD,88,SAND,3,MALG,2,PCYL,1,RUBB,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,1091,266,DEAD,Alleviate,2022-03-04 02:06:40+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,828,1411,SAND,Alleviate,2022-03-04 02:06:40+00:00,SAND,90,DEAD,3,MALG,2,PCYL,1,RUBB,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,1190,3375,DEAD,Alleviate,2022-03-04 02:06:40+00:00,DEAD,91,MALG,2,CYAN,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,1602,218,DEAD,Alleviate,2022-03-04 02:06:40+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,1304,725,DEAD,Alleviate,2022-03-04 02:06:40+00:00,DEAD,86,RUBB,5,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,1660,1131,DEAD,Alleviate,2022-03-04 02:06:40+00:00,DEAD,91,MALG,2,HALI,1,PCYL,1,RUBB,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,1517,3831,DEAD,Alleviate,2022-03-04 02:06:40+00:00,DEAD,91,MALG,2,HALI,1,PCYL,1,RUBB,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,2113,338,DEAD,Alleviate,2022-03-04 02:06:40+00:00,DEAD,91,MALG,3,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,1809,1807,DEAD,Alleviate,2022-03-04 02:06:40+00:00,DEAD,90,RUBB,2,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,1973,3090,DEAD,Alleviate,2022-03-04 02:06:39+00:00,DEAD,84,RUBB,8,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,2596,1095,DEAD,Alleviate,2022-03-04 02:06:39+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,2638,1209,DEAD,Alleviate,2022-03-04 02:06:39+00:00,DEAD,91,MALG,3,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,2912,930,SAND,Alleviate,2022-03-04 02:06:39+00:00,SAND,88,DEAD,3,RUBB,3,MALG,2,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,2573,3226,SAND,Alleviate,2022-03-04 02:06:39+00:00,SAND,75,RUBB,17,DEAD,3,MALG,2,PCYL,1
2021-05-27-ASAN-B-T2 16.0-A (P5270901).JPG,,,,,,,,,,,,,,,,,,2863,3765,SAND,Alleviate,2022-03-04 02:06:39+00:00,SAND,90,DEAD,3,MALG,2,RUBB,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,2860,3867,PCYL,Alleviate,2022-03-04 01:03:25+00:00,PCYL,83,DEAD,6,MALG,3,HALI,1,PMAS,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,200,190,PMAS,Alleviate,2022-03-04 01:03:25+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,558,1166,PMAS,Alleviate,2022-03-04 01:03:25+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,1,2209,PMAS,Alleviate,2022-03-04 01:03:25+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,328,1847,PMAS,Alleviate,2022-03-04 01:03:25+00:00,PMAS,88,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,145,2837,PMAS,Alleviate,2022-03-04 01:03:25+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,360,2788,PMAS,Alleviate,2022-03-04 01:03:25+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,1173,500,PMAS,Alleviate,2022-03-04 01:03:25+00:00,PMAS,88,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,652,1062,PMAS,Alleviate,2022-03-04 01:03:25+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,735,3032,PMAS,Alleviate,2022-03-04 01:03:25+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,659,3262,SAND,Alleviate,2022-03-04 01:03:25+00:00,SAND,89,DEAD,4,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,857,3882,DEAD,Alleviate,2022-03-04 01:03:25+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,1321,733,PMAS,Alleviate,2022-03-04 01:03:25+00:00,PMAS,88,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,1423,430,PMAS,Alleviate,2022-03-04 01:03:25+00:00,PMAS,88,DEAD,4,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,1557,261,PMAS,Alleviate,2022-03-04 01:03:25+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,1210,899,PMAS,Alleviate,2022-03-04 01:03:25+00:00,PMAS,87,DEAD,4,PCYL,2,MALG,2,HALI,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,1776,1580,PMAS,Alleviate,2022-03-04 01:03:25+00:00,PMAS,88,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,1794,891,PMAS,Alleviate,2022-03-04 01:03:25+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,1745,1889,PMAS,Alleviate,2022-03-04 01:03:25+00:00,PMAS,88,DEAD,3,PCYL,2,MALG,2,HALI,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,1299,3125,PCYL,Alleviate,2022-03-04 01:03:25+00:00,PCYL,88,DEAD,4,MALG,2,CYAN,1,HALI,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,1447,3148,PCYL,Alleviate,2022-03-04 01:03:25+00:00,PCYL,90,DEAD,3,MALG,2,RUBB,1,HALI,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,1221,2751,PMAS,Alleviate,2022-03-04 01:03:25+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,1264,3694,DEAD,Alleviate,2022-03-04 01:03:25+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,1750,3271,PCYL,Alleviate,2022-03-04 01:03:25+00:00,PCYL,90,DEAD,3,MALG,2,RUBB,1,HALI,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,1522,3691,DEAD,Alleviate,2022-03-04 01:03:25+00:00,DEAD,91,MALG,2,HALI,1,PCYL,1,RUBB,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,2149,1505,PMAS,Alleviate,2022-03-04 01:03:25+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,1904,1686,PMAS,Alleviate,2022-03-04 01:03:25+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,1874,1829,PMAS,Alleviate,2022-03-04 01:03:25+00:00,PMAS,85,DEAD,4,MALG,3,PCYL,2,LPUR,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,2078,2121,PMAS,Alleviate,2022-03-04 01:03:25+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,2343,2874,DEAD,Alleviate,2022-03-04 01:03:24+00:00,DEAD,89,RUBB,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,2101,3323,DEAD,Alleviate,2022-03-04 01:03:24+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,2310,3545,DEAD,Alleviate,2022-03-04 01:03:24+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,2070,3920,DEAD,Alleviate,2022-03-04 01:03:24+00:00,DEAD,92,MALG,2,HALI,1,RUBB,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,2284,3365,DEAD,Alleviate,2022-03-04 01:03:24+00:00,DEAD,89,RUBB,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,2063,3587,DEAD,Alleviate,2022-03-04 01:03:24+00:00,DEAD,89,MALG,4,RUBB,1,PCYL,1,HALI,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,2647,328,DEAD,Alleviate,2022-03-04 01:03:24+00:00,DEAD,91,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,2809,750,DEAD,Alleviate,2022-03-04 01:03:24+00:00,DEAD,91,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,2402,1545,PMAS,Alleviate,2022-03-04 01:03:24+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,2563,1293,PMAS,Alleviate,2022-03-04 01:03:24+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,2703,899,PMAS,Alleviate,2022-03-04 01:03:24+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,2677,1112,PMAS,Alleviate,2022-03-04 01:03:24+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,2707,1588,PMAS,Alleviate,2022-03-04 01:03:24+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,2699,2342,DEAD,Alleviate,2022-03-04 01:03:24+00:00,DEAD,85,RUBB,8,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,2988,2795,DEAD,Alleviate,2022-03-04 01:03:24+00:00,DEAD,91,MALG,2,HALI,1,PCYL,1,RUBB,1
2021-05-27-ASAN-B-T2 16.5-B (P5270935).JPG,,,,,,,,,,,,,,,,,,2975,2476,PCYL,Alleviate,2022-03-04 01:03:24+00:00,PCYL,90,DEAD,3,MALG,2,RUBB,1,HALI,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,568,3701,DEAD,Alleviate,2022-03-04 02:11:54+00:00,DEAD,89,CYAN,2,MALG,2,PCYL,1,RUBB,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,776,2417,SAND,Alleviate,2022-03-04 02:11:54+00:00,SAND,62,RUBB,31,DEAD,2,PCYL,1,MALG,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,807,3630,SAND,Alleviate,2022-03-04 02:11:54+00:00,SAND,85,DEAD,5,RUBB,4,MALG,2,PCYL,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,1267,100,PCYL,Alleviate,2022-03-04 02:11:54+00:00,PCYL,89,DEAD,3,MALG,2,RUBB,1,HALI,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,584,55,PCYL,Alleviate,2022-03-04 02:11:53+00:00,PCYL,90,DEAD,3,MALG,2,RUBB,1,HALI,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,350,451,PCYL,Alleviate,2022-03-04 02:11:53+00:00,PCYL,90,DEAD,3,MALG,2,RUBB,1,HALI,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,368,68,PCYL,Alleviate,2022-03-04 02:11:53+00:00,PCYL,90,DEAD,3,MALG,2,RUBB,1,HALI,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,562,1453,DEAD,Alleviate,2022-03-04 02:11:53+00:00,DEAD,90,RUBB,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,145,2163,DEAD,Alleviate,2022-03-04 02:11:53+00:00,DEAD,91,RUBB,2,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,3,1783,DEAD,Alleviate,2022-03-04 02:11:53+00:00,DEAD,89,MALG,3,RUBB,2,PCYL,1,HALI,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,315,3079,SAND,Alleviate,2022-03-04 02:11:53+00:00,SAND,71,RUBB,21,MALG,2,DEAD,2,PCYL,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,278,3966,DEAD,Alleviate,2022-03-04 02:11:53+00:00,DEAD,85,MALG,3,MARS,2,SAND,2,PCYL,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,112,3970,DEAD,Alleviate,2022-03-04 02:11:53+00:00,DEAD,53,SAND,36,MALG,3,RUBB,1,PCYL,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,983,482,PCYL,Alleviate,2022-03-04 02:11:53+00:00,PCYL,90,DEAD,3,MALG,2,RUBB,1,HALI,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,1040,679,PCYL,Alleviate,2022-03-04 02:11:53+00:00,PCYL,90,DEAD,3,MALG,2,RUBB,1,HALI,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,1108,861,PCYL,Alleviate,2022-03-04 02:11:53+00:00,PCYL,90,DEAD,3,MALG,2,RUBB,1,HALI,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,1006,3170,DEAD,Alleviate,2022-03-04 02:11:53+00:00,DEAD,91,MALG,2,HALI,1,RUBB,1,PCYL,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,1167,3598,DEAD,Alleviate,2022-03-04 02:11:53+00:00,DEAD,88,MALG,3,PCYL,2,RUBB,1,CYAN,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,1181,3389,DEAD,Alleviate,2022-03-04 02:11:53+00:00,DEAD,85,RUBB,6,MALG,2,SAND,1,PCYL,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,1058,3837,DEAD,Alleviate,2022-03-04 02:11:53+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,1385,621,DEAD,Alleviate,2022-03-04 02:11:53+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,1590,1134,PCYL,Alleviate,2022-03-04 02:11:53+00:00,PCYL,90,DEAD,3,MALG,2,RUBB,1,HALI,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,1252,3109,DEAD,Alleviate,2022-03-04 02:11:53+00:00,DEAD,85,RUBB,7,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 17.0-A (P5270903).JPG,,,,,,,,,,,,,,,,,,1533,2485,PCYL,Alleviate,2022-03-04 02:11:53+00:00,PCYL,90,DEAD,3,MALG,2,RUBB,1,HALI,1
